original_idx,index,wav_path,ref_wav_path,prompt_text,text,wav_asr_text,wer
355,355,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19789569-common_voice_en_19789566.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19789569.wav,The Fisher government passed a large number of its legislation.,It was considered one of the most remarkable engineering feats of the time.,It was considered one of the most remarkable engineering feats of the time.,0.0
356,356,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19789569-common_voice_en_19789567.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19789569.wav,The Fisher government passed a large number of its legislation.,Playing house and pretending to be someone else are examples of this phenomenon.,Playing house and pretending to be someone else are examples of this phenomenon.,0.0
358,358,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19793104-common_voice_en_19793103.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19793104.wav,A live target missile launch was not planned for this flight test.,It is a hermaphroditic fluke that requires two intermediate hosts.,It is a hermaphroditic fluke that requires two intermediate hosts.,0.0
359,359,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19816147-common_voice_en_19816145.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19816147.wav,"To turn this into an algorithm, only finitely many frequencies are solved for.","While this solution was workable, it was hardly ideal.","While this solution was workable, it was hardly ideal.",0.0
360,360,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19816147-common_voice_en_19816166.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19816147.wav,"To turn this into an algorithm, only finitely many frequencies are solved for.",His designs often incorporate elements of body horror.,His designs often incorporate elements of body horror.,0.0
361,361,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19819944-common_voice_en_19819945.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19819944.wav,"Many species, particularly the South American ones, are not blue, despite the common name.","The storm caused severe flooding states such as New Jersey, New York, and Pennsylvania.","The storm caused severe flooding states such as New Jersey, New York and Pennsylvania.",0.0
363,363,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19843546-common_voice_en_19843549.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19843546.wav,"After the war, he joined the Peruvian Navy with John Tucker.","His parents were Henry Middleton and Mary Baker Williams, both of English descent.","His parents were Henry Middleton and Mary Baker Williams, both of English descent.",0.0
367,367,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19867710-common_voice_en_19867712.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19867710.wav,"There are no easy answers, and ""The Cell"" doesn't pretend to offer any.","Whilst at college Dave, met singer and songwriter Adrian Snell.","Whilst at college, Dave met singer and songwriter Adrian Snell.",0.0
368,368,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19867710-common_voice_en_19867713.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19867710.wav,"There are no easy answers, and ""The Cell"" doesn't pretend to offer any.",She trains and lives in Toronto.,She trains and lives in Toronto.,0.0
370,370,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19869780-common_voice_en_19869781.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19869780.wav,The executive branch is composed of the Executive Council and the Executive Cabinet.,"You don't know what this means to us out here, they said.","You don't know what this means to us out here, they said.",0.0
371,371,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19898846-common_voice_en_19898843.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19898846.wav,Simms's research focuses on the history of European foreign policy.,"Purchasers must buy for investment only, and not for resale.",Purchasers must buy for investment only and not for resale.,0.0
372,372,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19898846-common_voice_en_19898849.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19898846.wav,Simms's research focuses on the history of European foreign policy.,The freezing of water limits low temperature performance.,The freezing of water limits low temperature performance.,0.0
373,373,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19916471-common_voice_en_19916473.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19916471.wav,When she arrived in Australia for a tour customs agents seized her records.,"‘Coming, Sir,’ replied Sam, running upstairs.","Coming, sir, replied Sam, running upstairs.",0.0
374,374,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19916471-common_voice_en_19916474.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19916471.wav,When she arrived in Australia for a tour customs agents seized her records.,We made a mistake but look what happened someone was assaulted.,We made a mistake but look what happened someone was assaulted.,0.0
375,375,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19933238-common_voice_en_19933256.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19933238.wav,"The Pope, who comes of Revelation, has no jurisdiction over Nature.",Carnegie High also has two won state titles in boys cross country.,Carnegie High also has two won state titles in boys cross country.,0.0
376,376,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19933652-common_voice_en_19933655.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19933652.wav,The earliest settlers were the family of Harvey and Louisa McCarty.,She was a pioneer in the sensory analysis of food.,She was a pioneer in the sensory analysis of food.,0.0
377,377,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19933652-common_voice_en_19933661.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19933652.wav,The earliest settlers were the family of Harvey and Louisa McCarty.,The school offers a large amount of clubs pertaining to a variety of interests.,The school offers a large amount of clubs pertaining to a variety of interests.,0.0
378,378,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19934187-common_voice_en_19934317.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19934187.wav,Munteanu was seen as the primary factor for this success.,A wide array of topics on business ethics are discussed in the responsa literature.,"A wide array of topics on business ethics are discussed in the Responsa literature,",0.0
379,379,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19939156-common_voice_en_19939176.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19939156.wav,The nervous system stood as an exception.,This would occupy him for the rest of his life.,This would occupy him for the rest of his life.,0.0
380,380,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19944630-common_voice_en_19944631.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19944630.wav,He chairs the executive committee of council and the community policing committee.,Some conditions are associated with both symmetrical and asymmetrical growth restriction.,Some conditions are associated with both symmetrical and asymmetrical growth restriction.,0.0
383,383,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19951090-common_voice_en_19951089.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19951090.wav,It maintains a Civic Association and a private park and swim club for residents.,He has also made three solo albums.,He has also made three solo albums.,0.0
385,385,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19961449-common_voice_en_19961451.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19961449.wav,The winning team from each region competes in the national final.,"In Japan, he is currently under the Cutting Edge label.",In Japan he is currently under the cutting edge label.,0.0
386,386,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19961449-common_voice_en_19961453.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19961449.wav,The winning team from each region competes in the national final.,"Saba is known as ""The Unspoiled Queen"" of the Caribbean.",Saba is known as the unspoiled queen of the Caribbean.,0.0
387,387,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19967495-common_voice_en_19967497.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19967495.wav,"These two engines were nearly identical, except for the induction systems.",The remaining singles failed to hit the dance chart.,The remaining singles failed to hit the dance chart.,0.0
388,388,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19972684-common_voice_en_19972725.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19972684.wav,"His daughter Marcia pursued poetry, while his son Hilary Masters became a novelist.",The meteorite was sent off into the galaxy to be sealed forever.,The meteorite was sent off into the galaxy to be sealed forever.,0.0
389,389,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19972684-common_voice_en_19972807.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19972684.wav,"His daughter Marcia pursued poetry, while his son Hilary Masters became a novelist.","Many reviewers compared its style to that of the ""Mario Kart"" series.","Many reviewers compared its style to that of the Mario Kart series,",0.0
390,390,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19974164-common_voice_en_19974166.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19974164.wav,"His father was a furrier, and the Great Depression affected his business significantly.",A few content management implementations cover all these issues.,A few content management implementations cover all these issues.,0.0
391,391,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19977527-common_voice_en_19977526.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19977527.wav,Foulds had the most experience and supported traditional party positions.,"That same year, a civilian executive version, Disponent, saw the light of day.","That same year, a civilian executive version, Disponent, saw the light of day.",0.0
395,395,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19981298-common_voice_en_19981296.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19981298.wav,The spin involves rotating like a discus thrower and using rotational momentum for power.,All workers were reported as being employed by governments.,All workers were reported as being employed by governments.,0.0
396,396,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19981298-common_voice_en_19981297.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19981298.wav,The spin involves rotating like a discus thrower and using rotational momentum for power.,She founded the Salt Lake Education Foundation and served as its director.,She founded the Salt Lake Education Foundation and served as its director.,0.0
397,397,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19984445-common_voice_en_19984443.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19984445.wav,"It takes place at fictional Lincoln International Airport near Chicago, Illinois.","Through various illegal means, North Texas is awarded an expansion franchise.","Through various illegal means, North Texas is awarded an expansion franchise.",0.0
398,398,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19984445-common_voice_en_19984446.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19984445.wav,"It takes place at fictional Lincoln International Airport near Chicago, Illinois.",Rayford starts to read his wife's Bible.,Rayford starts to read his wife's Bible.,0.0
399,399,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_19992384-common_voice_en_19992381.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_19992384.wav,She is now the second vice president of the National Assembly.,"Several teams were interested in him, including the Pittsburgh Pirates.","Several teams were interested in him, including the Pittsburgh Pirates.",0.0
402,402,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20005340-common_voice_en_20005343.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20005340.wav,"Both branches apply a combination of soil physics, soil chemistry, and soil biology.","In another version, when players are caught they help the ""it"" seek out others.","In another version, when players are caught, they help the it seek out others.",0.0
404,404,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20006910-common_voice_en_20006912.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20006910.wav,The Washington Township Public School District serves students in kindergarten through twelfth grade.,Selected forms are propagated by stem cuttings in Micronesia.,Selected forms are propagated by stem cuttings in Micronesia,0.0
405,405,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20026430-common_voice_en_20026432.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20026430.wav,It is part of the National Underground Railroad Network to Freedom Trail.,"It has Technology and Media Arts College specialist school status, and is an academy.",It has technology and media arts college specialist school status and is an academy.,0.0
406,406,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20027471-common_voice_en_20027469.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20027471.wav,It is thought the village originally may have been named after the saint.,The story arc is only titled when it is included in a compilation.,The story arc is only titled when it is included in a compilation.,0.0
409,409,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20030172-common_voice_en_20030174.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20030172.wav,The Germans built several administrative buildings in Ambam as it was of strategic importance.,"Various ecclesiastical areas, too small for a diocese, are termed prefects.","Various ecclesiastical areas, too small for a diocese, are termed prefects.",0.0
411,411,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20042516-common_voice_en_20042515.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20042516.wav,Only once in Colletti's nine seasons did the Dodgers have a losing record.,"Next was ""The Last King of Scotland"", which won an Oscar for best actor.","Next was The Last King of Scotland, which won an Oscar for Best Actor.",0.0
412,412,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20048255-common_voice_en_20048258.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20048255.wav,I will not be alarmed though your sister does play so well.,It is the way to drink the locally produced fragrant jasmine black tea.,It is the way to drink the locally produced fragrant jasmine black tea.,0.0
413,413,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20048255-common_voice_en_20048259.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20048255.wav,I will not be alarmed though your sister does play so well.,Queen who were both fighting for control of the city.,"Queen who were both fighting for control of the city,",0.0
415,415,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20049071-common_voice_en_20049074.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20049071.wav,Previous shows featured a standard credit with Scheimer's name above Prescott's.,"Palmer switched political parties throughout his life, starting out a Democrat.","Palmer switched political parties throughout his life, starting out a Democrat.",0.0
417,417,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20065698-common_voice_en_20065702.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20065698.wav,"One of the most common forms of this strain is eclipsing hydrogen, in Alkanes.",It is a developing area due to the initiation of various educational institutions.,It is a developing area due to the initiation of various educational institutions.,0.0
418,418,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20066900-common_voice_en_20066899.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20066900.wav,"To minimize signal distortion, it is desirable that the stub maintain high impedance.","In some cases, the entire subject has been dropped from the merit badge roster.","In some cases, the entire subject has been dropped from the merit badge roster.",0.0
419,419,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20066900-common_voice_en_20066901.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20066900.wav,"To minimize signal distortion, it is desirable that the stub maintain high impedance.",Several indoor and street shots were also made in that locale.,"Several indoor and street shots were also made in that locale,",0.0
420,420,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20068182-common_voice_en_20068193.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20068182.wav,"However, Cowan failed to build on the momentum he had drawn the previous campaign.","Her works lean toward the tragic, within a hostile society of vice and violence.",Her works lean toward the tragic within a hostile society of vice and violence.,0.0
421,421,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20068182-common_voice_en_20068195.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20068182.wav,"However, Cowan failed to build on the momentum he had drawn the previous campaign.",Her cousin is a former member of the House of Representatives in Japan.,Her cousin is a former member of the House of Representatives in Japan.,0.0
423,423,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20089981-common_voice_en_20090015.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20089981.wav,Each year there is a special on Japanese television and radio featuring her songs.,The South American Plate is in motion.,The South American plate is in motion.,0.0
424,424,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20089981-common_voice_en_20150573.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20089981.wav,Each year there is a special on Japanese television and radio featuring her songs.,"He has dual American and Danish citizenship, since his father is Danish.",He has dual American and Danish citizenship since his father is Danish.,0.0
425,425,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20095636-common_voice_en_20095638.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20095636.wav,"This may have been due, in part, to the expanding human understanding of climate.",The automatic control system would be redesigned on future Soyuz spacecraft.,The automatic control system would be redesigned on future Soyuz spacecraft.,0.0
427,427,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20177004-common_voice_en_20177058.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20177004.wav,Most travelers are on their way to one of the many local attractions.,The album received many good reviews and entered the charts at high positions.,The album received many good reviews and entered the charts at high positions.,0.0
428,428,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20190570-common_voice_en_20190568.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20190570.wav,There is also disagreement over how such norms are recognized or established.,The bridge is located just west of Commodore Park.,The bridge is located just west of Commodore Park.,0.0
429,429,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20190570-common_voice_en_20190572.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20190570.wav,There is also disagreement over how such norms are recognized or established.,"It is home to Mineral Area College, formerly known as Flat River Junior College.","It is home to Mineral Area College, formerly known as Flat River Junior College.",0.0
430,430,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20214898-common_voice_en_20214899.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20214898.wav,"The limited expresses ""Super Hakuto"" and ""Super Inaba"" operate on this line.","He writes a column at ""The Detroit News"".",He writes a column at the Detroit News.,0.0
431,431,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20214898-common_voice_en_20214908.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20214898.wav,"The limited expresses ""Super Hakuto"" and ""Super Inaba"" operate on this line.",The community was also once home to two distilleries and a tannery.,The community was also once home to two distilleries and a tannery.,0.0
433,433,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20235009-common_voice_en_20235010.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20235009.wav,"Except for Larry, each Koopaling was named after a specific person.",He painted there a history of Achilles.,He painted there A History of Achilles.,0.0
434,434,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20236234-common_voice_en_20236233.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20236234.wav,"Where it exists, a school truancy officer is often a constable or sheriff, concurrently.",Octavian returned to Rome to administer the distribution of land to his veterans.,"Octavian returned to Rome to administer the distribution of land to his veterans,",0.0
435,435,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20236234-common_voice_en_20236236.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20236234.wav,"Where it exists, a school truancy officer is often a constable or sheriff, concurrently.",The Festival is currently based out of New York City.,The festival is currently based out of New York City.,0.0
436,436,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_20252760-common_voice_en_20252762.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_20252760.wav,"Where plays are put on yearly, with months of practices.",These included apologetics on behalf of the Catholic Apostolic Church.,These included apologetics on behalf of the Catholic Apostolic Church.,0.0
